dateTime,u,v,ws,wd,wp
2009070603,2.28,2.57,3.43,41.58,0.056
2009070604,2.19,2.44,3.28,41.96,0.03
2009070605,1.88,2.51,3.14,36.93,0.015
2009070606,1.67,2.61,3.09,32.59,0.01
2009070607,1.74,2.62,3.14,33.66,0.01
2009070608,1.88,2.6,3.21,35.92,0.02
2009070609,1.75,2.66,3.18,33.31,0
2009070610,1.15,2.88,3.1,21.76,0.02
2009070611,0.45,3.15,3.18,8.09,0.005
2009070612,0.14,3.32,3.32,2.49,0.035
2009070613,1.18,2.15,2.46,28.82,0.046
2009070614,2.55,1.73,3.08,55.9,0.015
2009070615,3.6,1.4,3.86,68.76,0.005
2009070616,3.8,1.23,3.99,72.04,0.03
2009070617,3.52,1.14,3.7,72.07,0.01
2009070618,3.37,1.01,3.52,73.4,0.015
2009070619,3.76,0.74,3.83,78.91,0.051
2009070620,4.4,0.36,4.41,85.28,0.056
2009070621,4.79,-0.06,4.79,90.74,0.086
2009070622,4.6,-0.48,4.63,95.9,0.081
2009070623,4.03,-0.79,4.11,101.02,0.051
2009070700,3.42,-0.89,3.53,104.6,0.025
2009070701,2.34,0.56,2.41,76.48,0.051
2009070702,1.37,0.63,1.51,65.39,0.035
2009070703,0.76,0.7,1.03,47.56,0.03
2009070704,0.93,0.55,1.08,59.4,0.005
2009070705,1.64,0.22,1.66,82.32,0.005
2009070706,2.5,-0.2,2.5,94.49,0
2009070707,3.16,-0.61,3.21,100.89,0
2009070708,3.54,-0.9,3.65,104.26,0
2009070709,3.62,-0.95,3.75,104.72,0
2009070710,3.44,-0.69,3.51,101.38,0
2009070711,3.14,-0.21,3.14,93.84,0
2009070712,2.92,0.36,2.94,82.99,0.04
2009070713,2.05,0.52,2.11,75.88,0.04
2009070714,2.77,1.39,3.1,63.39,0.03
2009070715,3.65,2.33,4.33,57.46,0
2009070716,4.57,3.14,5.54,55.52,0.005
2009070717,5.37,3.64,6.49,55.89,0.091
2009070718,5.88,3.65,6.92,58.15,0.308
2009070719,5.97,3.09,6.72,62.6,0.329
2009070720,5.67,2.2,6.08,68.81,0.071
2009070721,5.07,1.29,5.23,75.7,0.061
2009070722,4.26,0.65,4.31,81.39,0.091
2009070723,3.43,0.33,3.45,84.47,0.147
2009070800,2.8,0.38,2.82,82.31,0.096
2009070801,2.24,0.98,2.44,66.38,0.116
2009070802,2.16,1.36,2.55,57.72,0.116
2009070803,2.21,1.61,2.74,54.02,0.076
2009070804,2.41,1.45,2.82,58.91,0.061
2009070805,2.66,1.0,2.84,69.42,0.086
2009070806,2.85,0.43,2.88,81.44,0.066
2009070807,2.89,-0.09,2.89,91.77,0.061
2009070808,2.76,-0.47,2.8,99.67,0.04
2009070809,2.45,-0.65,2.54,104.82,0.051
2009070810,1.99,-0.57,2.07,105.91,0.035
2009070811,1.55,-0.22,1.57,98.13,0.025
2009070812,1.33,0.39,1.38,73.7,0.01
2009070813,1.76,1.32,2.19,53.16,0
2009070814,1.93,1.87,2.68,45.85,0
2009070815,2.17,2.31,3.17,43.26,0
2009070816,2.43,2.48,3.47,44.43,0
2009070817,2.6,2.31,3.48,48.46,0.02
2009070818,2.62,1.77,3.16,55.99,0.015
2009070819,2.43,0.89,2.59,69.86,0.025
2009070820,2.08,-0.07,2.08,91.87,0.025
2009070821,1.63,-0.79,1.81,115.98,0.01
2009070822,1.15,-1.07,1.57,132.98,0
2009070823,0.65,-1.08,1.26,148.72,0
2009070900,0.15,-1.09,1.1,172.06,0
2009070901,-0.76,-1.82,1.98,202.75,0
2009070902,-1.41,-1.78,2.27,218.4,0
2009070903,-1.79,-1.85,2.57,223.99,0
2009070904,-1.74,-2.08,2.71,219.91,0.005
2009070905,-1.48,-2.38,2.81,211.89,0.035
2009070906,-1.32,-2.64,2.96,206.54,0.04
2009070907,-1.47,-2.78,3.15,207.89,0.01
2009070908,-1.82,-2.86,3.39,212.49,0
2009070909,-2.17,-2.97,3.68,216.07,0
2009070910,-2.35,-3.17,3.95,216.52,0
2009070911,-2.39,-3.32,4.09,215.74,0.02
2009070912,-2.34,-3.23,3.99,215.98,0.01
2009070913,-1.36,-2.15,2.54,212.31,0.02
2009070914,-1.47,-2.08,2.55,215.31,0.046
2009070915,-1.51,-1.89,2.42,218.65,0.071
2009070916,-1.44,-1.57,2.13,222.38,0.086
2009070917,-1.26,-1.22,1.75,225.79,0.071
2009070918,-1.01,-0.97,1.4,226.12,0.071
2009070919,-0.74,-0.92,1.18,218.92,0.071
2009070920,-0.53,-1.02,1.15,207.66,0.056
2009070921,-0.48,-1.19,1.28,201.95,0.035
2009070922,-0.65,-1.36,1.51,205.57,0.015
2009070923,-1.02,-1.45,1.77,215.12,0.005
2009071000,-1.53,-1.38,2.06,227.99,0
2009071001,-1.85,0.52,1.92,285.8,0
2009071002,-2.28,1.05,2.51,294.71,0
2009071003,-2.45,1.67,2.96,304.24,0
2009071004,-2.28,2.28,3.22,314.99,0
2009071005,-1.96,2.77,3.39,324.78,0
2009071006,-1.73,3.03,3.49,330.18,0
2009071007,-1.79,2.99,3.48,329.0,0
2009071008,-2.0,2.81,3.45,324.59,0
2009071009,-2.14,2.72,3.46,321.88,0
2009071010,-2.04,2.87,3.53,324.57,0
2009071011,-1.74,3.14,3.6,330.98,0
2009071012,-1.32,3.36,3.61,338.6,0.005
2009071013,-1.14,2.0,2.3,330.41,0.03
2009071014,-0.5,2.11,2.17,346.67,0.056
2009071015,0.04,2.17,2.17,1.14,0.051
2009071016,0.38,2.13,2.16,10.07,0.02
2009071017,0.58,2.03,2.11,15.79,0.025
2009071018,0.76,1.97,2.11,21.04,0.046
2009071019,1.0,1.97,2.21,26.82,0.061
2009071020,1.15,1.92,2.24,31.01,0.056
2009071021,1.05,1.67,1.97,32.09,0.066
2009071022,0.56,1.16,1.29,25.81,0.025
2009071023,-0.13,0.7,0.72,349.53,0
2009071100,-0.79,0.69,1.05,311.1,0.005
2009071101,-1.66,3.6,3.96,335.16,0.066
2009071102,-1.34,4.72,4.9,344.16,0.228
2009071103,-0.82,5.63,5.69,351.76,0.374
2009071104,-0.23,6.04,6.04,357.82,0.475
2009071105,0.32,6.06,6.07,2.99,0.536
2009071106,0.73,5.95,6.0,7.02,0.465
2009071107,0.95,5.89,5.97,9.21,0.354
2009071108,1.04,5.91,6.0,9.98,0.308
2009071109,1.07,5.99,6.08,10.16,0.334
2009071110,1.14,6.12,6.22,10.55,0.339
2009071111,1.3,6.32,6.45,11.6,0.329
2009071112,1.61,6.63,6.82,13.62,0.374
2009071113,2.67,5.42,6.04,26.21,0.465
2009071114,2.76,5.17,5.86,28.08,0.485
2009071115,2.49,5.51,6.05,24.33,0.531
2009071116,1.85,6.65,6.9,15.53,0.455
2009071117,1.36,8.0,8.11,9.62,0.46
2009071118,1.68,8.77,8.93,10.86,0.394
2009071119,3.21,8.42,9.01,20.89,0.44
2009071120,5.19,7.29,8.94,35.44,0.319
2009071121,6.56,5.98,8.87,47.66,0.384
2009071122,6.62,4.93,8.25,53.3,0.349
2009071123,5.95,4.04,7.19,55.8,0.253
2009071200,5.45,3.04,6.24,60.85,0.182
2009071201,7.07,-1.82,7.3,104.42,0.076
2009071202,7.67,-1.66,7.85,102.17,0.076
2009071203,7.9,-0.97,7.95,96.97,0.116
2009071204,7.38,-0.7,7.41,95.43,0.228
2009071205,6.41,-0.8,6.46,97.08,0.157
2009071206,5.42,-0.93,5.5,99.74,0.126
2009071207,4.77,-0.87,4.85,100.28,0.106
2009071208,4.42,-0.69,4.47,98.91,0.121
2009071209,4.25,-0.59,4.29,97.89,0.137
2009071210,4.15,-0.65,4.2,98.97,0.076
2009071211,4.01,-0.68,4.07,99.63,0.046
2009071212,3.73,-0.38,3.75,95.82,0.025
2009071213,2.64,-0.79,2.76,106.66,0.04
2009071214,2.32,0.57,2.39,76.13,0.025
2009071215,2.36,2.0,3.09,49.75,0.005
2009071216,2.83,3.12,4.21,42.21,0.056
2009071217,3.54,3.9,5.26,42.24,0.142
2009071218,4.23,4.37,6.08,44.07,0.263
2009071219,4.71,4.57,6.56,45.86,0.349
2009071220,5.02,4.48,6.72,48.25,0.465
2009071221,5.24,4.06,6.63,52.26,0.501
2009071222,5.45,3.34,6.4,58.49,0.475
2009071223,5.53,2.58,6.1,65.0,0.46
2009071300,5.31,2.07,5.7,68.76,0.389
2009071301,3.47,-0.31,3.48,95.07,0.222
2009071302,3.57,0.34,3.59,84.6,0.248
2009071303,3.67,0.82,3.76,77.32,0.228
2009071304,3.58,0.66,3.64,79.6,0.142
2009071305,3.39,0.04,3.39,89.27,0.121
2009071306,3.2,-0.64,3.26,101.26,0.116
2009071307,3.13,-1.07,3.31,108.94,0.066
2009071308,3.15,-1.24,3.39,111.5,0.056
2009071309,3.23,-1.19,3.45,110.22,0.081
2009071310,3.35,-0.98,3.49,106.25,0.131
2009071311,3.51,-0.66,3.58,100.58,0.152
2009071312,3.78,-0.3,3.79,94.57,0.258
2009071313,4.78,-0.67,4.83,97.96,0.283
2009071314,4.39,-0.51,4.42,96.67,0.217
2009071315,4.23,-0.1,4.23,91.38,0.212
2009071316,4.56,0.64,4.61,82.02,0.177
2009071317,5.2,1.45,5.4,74.41,0.167
2009071318,5.86,2.0,6.19,71.19,0.187
2009071319,6.29,2.01,6.6,72.31,0.308
2009071320,6.47,1.55,6.65,76.55,0.177
2009071321,6.42,0.75,6.46,83.29,0.101
2009071322,6.17,-0.21,6.18,91.99,0.243
2009071323,5.79,-1.16,5.91,101.35,0.501
2009071400,5.33,-1.88,5.65,109.4,0.42
2009071401,3.62,-2.5,4.4,124.68,0.298
2009071402,3.01,-2.33,3.81,127.76,0.404
2009071403,2.76,-1.92,3.37,124.78,0.182
2009071404,2.85,-1.27,3.12,114.1,0.051
2009071405,3.07,-0.72,3.15,103.28,0.015
2009071406,3.21,-0.69,3.28,102.09,0.005
2009071407,3.1,-1.42,3.4,114.57,0.02
2009071408,2.77,-2.52,3.74,132.37,0.081
2009071409,2.31,-3.46,4.16,146.33,0.222
2009071410,1.83,-3.83,4.25,154.41,0.217
2009071411,1.54,-3.76,4.06,157.79,0.152
2009071412,1.62,-3.53,3.88,155.34,0.111
2009071413,2.97,-2.4,3.82,128.91,0.061
2009071414,3.71,-2.52,4.49,124.2,0.101
2009071415,4.22,-2.46,4.89,120.24,0.081
2009071416,4.28,-2.04,4.74,115.51,0.04
2009071417,3.99,-1.44,4.24,109.88,0.061
2009071418,3.56,-0.94,3.68,104.77,0.182
2009071419,3.14,-0.72,3.22,102.99,0.162
2009071420,2.73,-0.69,2.82,104.24,0.076
2009071421,2.29,-0.66,2.39,106.07,0.02
2009071422,1.79,-0.48,1.86,105.01,0.025
2009071423,1.26,-0.17,1.27,97.49,0.106
2009071500,0.74,0.24,0.78,72.37,0.394
2009071501,1.58,0.35,1.62,77.57,0.43
2009071502,1.85,0.51,1.92,74.57,0.399
2009071503,2.24,0.54,2.31,76.4,0.495
2009071504,2.65,0.52,2.7,78.81,0.329
2009071505,3.01,0.46,3.05,81.34,0.228
2009071506,3.27,0.33,3.29,84.28,0.152
2009071507,3.37,0.13,3.38,87.76,0.096
2009071508,3.3,-0.05,3.3,90.78,0.056
2009071509,3.03,-0.1,3.03,91.91,0.01
2009071510,2.57,0.05,2.58,88.94,0
2009071511,2.03,0.41,2.08,78.63,0
2009071512,1.54,0.97,1.82,57.71,0
2009071513,2.07,1.26,2.42,58.57,0
2009071514,1.84,2.14,2.82,40.6,0.005
2009071515,1.62,3.01,3.42,28.38,0.035
2009071516,1.43,3.68,3.95,21.27,0.03
2009071517,1.35,4.02,4.24,18.58,0.076
2009071518,1.51,3.93,4.21,21.0,0.096
2009071519,1.92,3.36,3.87,29.69,0.061
2009071520,2.14,2.52,3.3,40.37,0.046
2009071521,1.64,1.68,2.34,44.34,0.035
2009071522,0.1,1.06,1.06,5.24,0.005
2009071523,-1.91,0.62,2.01,287.88,0
2009071600,-3.59,0.26,3.6,274.15,0
2009071601,-3.29,0.42,3.32,277.24,0
2009071602,-3.26,0.63,3.32,280.87,0
2009071603,-3.19,0.77,3.28,283.61,0.005
2009071604,-3.36,0.66,3.42,281.18,0.005
2009071605,-3.54,0.53,3.58,278.51,0.02
2009071606,-3.4,0.71,3.47,281.77,0.066
2009071607,-2.69,1.42,3.04,297.82,0.071
2009071608,-1.58,2.42,2.89,326.95,0.116
2009071609,-0.33,3.36,3.38,354.44,0.051
2009071610,0.82,3.95,4.03,11.69,0.061
2009071611,1.73,4.19,4.53,22.47,0.364
2009071612,2.32,4.14,4.75,29.29,0.404
2009071613,3.01,1.89,3.56,57.85,0.344
2009071614,2.74,2.56,3.75,46.92,0.222
2009071615,2.45,3.22,4.05,37.26,0.177
2009071616,2.26,3.51,4.17,32.81,0.278
2009071617,2.26,3.41,4.09,33.57,0.339
2009071618,2.54,3.01,3.94,40.21,0.359
2009071619,3.1,2.41,3.93,52.14,0.435
2009071620,3.6,1.85,4.05,62.79,0.445
2009071621,3.6,1.58,3.93,66.27,0.445
2009071622,2.86,1.77,3.36,58.2,0.521
2009071623,1.82,2.18,2.83,39.82,0.475
2009071700,1.1,2.46,2.7,24.08,0.233
2009071701,1.91,2.63,3.26,36.0,0.081
2009071702,2.42,1.95,3.1,51.16,0.04
2009071703,2.81,1.2,3.06,66.92,0.02
2009071704,2.76,0.62,2.83,77.41,0.005
2009071705,2.35,0.32,2.37,82.17,0
2009071706,1.75,0.41,1.8,76.79,0.066
2009071707,1.14,0.88,1.44,52.28,0.197
2009071708,0.68,1.37,1.53,26.27,0.121
2009071709,0.51,1.42,1.51,19.79,0.111
2009071710,0.73,0.76,1.05,43.73,0.106
2009071711,1.12,-0.17,1.13,98.78,0.025
2009071712,1.41,-0.74,1.59,117.77,0.015
2009071713,1.53,-0.4,1.58,104.57,0.046
2009071714,1.53,-0.5,1.61,107.98,0.071
2009071715,1.52,-0.07,1.52,92.46,0.101
2009071716,1.66,1.06,1.97,57.45,0.091
2009071717,1.79,2.41,3.0,36.66,0.086
2009071718,1.69,3.37,3.77,26.57,0.081
2009071719,1.19,3.51,3.71,18.78,0.354
2009071720,0.57,3.15,3.2,10.3,0.091
2009071721,0.18,2.79,2.8,3.6,0
2009071722,0.25,2.81,2.82,5.12,0.01
2009071723,0.62,3.01,3.07,11.73,0.046
2009071800,1.01,3.06,3.22,18.29,0.071
2009071801,0.22,1.72,1.74,7.16,0.066
2009071802,-0.01,1.88,1.88,359.72,0.051
2009071803,-0.16,1.93,1.93,355.29,0.061
2009071804,-0.21,1.61,1.62,352.65,0.02
2009071805,-0.15,1.1,1.11,352.13,0.005
2009071806,0.01,0.68,0.68,0.42,0
2009071807,0.27,0.55,0.61,25.91,0
2009071808,0.67,0.59,0.89,48.49,0
2009071809,1.25,0.61,1.39,64.1,0
2009071810,2.01,0.46,2.06,77.23,0
2009071811,2.86,0.26,2.87,84.85,0.061
2009071812,3.66,0.19,3.66,87.07,0.076
2009071813,6.34,2.21,6.71,70.79,0.076
2009071814,6.58,2.05,6.89,72.68,0.116
2009071815,6.48,2.23,6.85,70.98,0.207
2009071816,6.41,2.83,7.01,66.18,0.374
2009071817,6.44,3.63,7.39,60.64,0.556
2009071818,6.54,4.31,7.84,56.59,0.683
2009071819,6.68,4.66,8.14,55.09,0.622
2009071820,6.78,4.66,8.23,55.52,0.566
2009071821,6.79,4.37,8.08,57.23,0.475
2009071822,6.66,3.87,7.7,59.86,0.415
2009071823,6.45,3.25,7.22,63.27,0.526
2009071900,6.26,2.63,6.79,67.18,0.475
2009071901,6.06,2.8,6.68,65.24,0.475
2009071902,6.11,2.49,6.6,67.8,0.576
2009071903,6.2,2.38,6.64,69.03,0.485
2009071904,6.29,2.48,6.76,68.49,0.308
2009071905,6.36,2.67,6.9,67.19,0.202
2009071906,6.42,2.81,7.01,66.36,0.182
2009071907,6.48,2.76,7.04,66.9,0.182
2009071908,6.58,2.57,7.06,68.69,0.162
2009071909,6.76,2.28,7.13,71.33,0.116
2009071910,7.02,1.98,7.3,74.28,0.167
2009071911,7.21,1.69,7.41,76.8,0.162
2009071912,7.13,1.47,7.28,78.38,0.298
2009071913,6.23,2.05,6.56,71.83,0.319
2009071914,6.15,2.07,6.49,71.37,0.303
2009071915,5.79,2.4,6.27,67.51,0.369
2009071916,5.13,3.18,6.04,58.25,0.369
2009071917,4.37,4.09,5.99,46.87,0.43
2009071918,3.75,4.72,6.03,38.49,0.44
2009071919,3.45,4.73,5.86,36.11,0.597
2009071920,3.36,4.29,5.45,38.12,0.359
2009071921,3.31,3.65,4.92,42.18,0.228
2009071922,3.15,3.05,4.38,45.89,0.283
2009071923,2.92,2.56,3.89,48.74,0.243
2009072000,2.72,2.22,3.51,50.71,0.162
2009072001,2.28,2.36,3.28,43.97,0.152
2009072002,2.09,2.2,3.03,43.59,0.162
2009072003,1.94,2.18,2.92,41.61,0.101
2009072004,1.78,2.33,2.93,37.43,0.066
2009072005,1.64,2.53,3.01,33.03,0.051
2009072006,1.56,2.65,3.08,30.55,0.046
2009072007,1.56,2.6,3.03,31.05,0.025
2009072008,1.58,2.42,2.89,33.13,0.051
2009072009,1.51,2.18,2.65,34.77,0.035
2009072010,1.31,1.96,2.36,33.91,0.035
2009072011,1.08,1.83,2.12,30.55,0.04
2009072012,0.93,1.86,2.08,26.55,0.025
2009072013,1.17,2.01,2.32,30.22,0
2009072014,1.35,2.39,2.75,29.51,0.01
2009072015,1.51,2.72,3.11,29.0,0.046
2009072016,1.52,2.83,3.21,28.22,0.056
2009072017,1.43,2.77,3.12,27.36,0.056
2009072018,1.34,2.65,2.97,26.85,0.046
2009072019,1.28,2.53,2.84,26.93,0.046
2009072020,1.16,2.36,2.63,26.18,0.03
2009072021,0.82,2.05,2.21,21.8,0.02
2009072022,0.19,1.57,1.58,7.06,0
2009072023,-0.51,1.06,1.18,334.38,0
2009072100,-1.01,0.72,1.24,305.26,0
2009072101,-0.65,0.94,1.14,325.21,0
2009072102,-0.98,0.99,1.39,315.39,0
2009072103,-1.14,0.91,1.46,308.47,0
2009072104,-1.13,0.53,1.25,295.13,0
2009072105,-1.09,-0.02,1.09,269.0,0
2009072106,-1.19,-0.55,1.31,245.25,0
2009072107,-1.56,-0.91,1.8,239.71,0
2009072108,-2.02,-1.12,2.31,240.96,0
2009072109,-2.36,-1.26,2.67,241.94,0.015
2009072110,-2.4,-1.36,2.76,240.36,0.035
2009072111,-2.22,-1.43,2.64,237.19,0.056
2009072112,-1.96,-1.42,2.42,234.0,0.076
2009072113,-2.23,-1.85,2.9,230.29,0.076
2009072114,-2.33,-1.64,2.85,234.82,0.066
2009072115,-2.26,-1.42,2.67,237.87,0.076
2009072116,-1.89,-1.28,2.29,235.96,0.086
2009072117,-1.42,-1.16,1.83,230.87,0.071
2009072118,-1.1,-0.94,1.44,229.52,0.051
2009072119,-1.12,-0.55,1.25,243.95,0.035
2009072120,-1.43,-0.07,1.44,267.28,0.061
2009072121,-1.93,0.38,1.97,281.27,0.056
2009072122,-2.48,0.72,2.58,286.18,0.046
2009072123,-2.95,0.95,3.1,287.81,0.04
2009072200,-3.2,1.11,3.39,289.04,0.152
2009072201,-2.82,0.55,2.87,281.04,0.066
2009072202,-2.51,0.65,2.59,284.53,0.126
2009072203,-2.3,0.83,2.44,289.79,0.116
2009072204,-2.26,1.11,2.52,296.16,0.03
2009072205,-2.32,1.36,2.69,300.32,0
2009072206,-2.33,1.36,2.69,300.37,0
2009072207,-2.19,1.0,2.41,294.59,0
2009072208,-2.0,0.43,2.04,282.1,0
2009072209,-1.89,-0.13,1.9,266.05,0.02
2009072210,-1.97,-0.5,2.03,255.7,0.02
2009072211,-2.15,-0.7,2.26,251.87,0.005
2009072212,-2.35,-0.81,2.49,250.89,0
2009072213,-2.1,0.41,2.14,281.13,0
2009072214,-1.24,1.11,1.67,311.84,0
2009072215,-0.39,1.67,1.71,346.89,0.015
2009072216,0.22,1.9,1.91,6.58,0.025
2009072217,0.57,1.86,1.95,17.14,0.02
2009072218,0.73,1.66,1.81,23.73,0.005
2009072219,0.73,1.39,1.57,27.72,0
2009072220,0.59,1.08,1.23,28.38,0
2009072221,0.29,0.75,0.8,21.13,0
2009072222,-0.14,0.4,0.43,340.39,0
2009072223,-0.64,0.09,0.64,277.61,0.005
2009072300,-1.1,-0.17,1.11,261.36,0.02
2009072301,-2.83,-0.84,2.95,253.45,0.061
2009072302,-3.06,-0.66,3.13,257.9,0.101
2009072303,-3.17,-0.35,3.19,263.62,0.131
2009072304,-3.18,-0.01,3.18,269.82,0.157
2009072305,-3.1,0.26,3.11,274.72,0.142
2009072306,-2.9,0.31,2.91,276.14,0.101
2009072307,-2.6,0.07,2.6,271.6,0.076
2009072308,-2.36,-0.37,2.38,261.14,0.116
2009072309,-2.34,-0.87,2.5,249.61,0.111
2009072310,-2.66,-1.3,2.96,244.0,0.096
2009072311,-3.11,-1.51,3.45,244.14,0.096
2009072312,-3.42,-1.36,3.68,248.25,0.03
2009072313,-2.28,-1.05,2.5,245.31,0.01
2009072314,-1.75,-1.31,2.19,233.24,0.02
2009072315,-1.58,-1.27,2.03,231.1,0.015
2009072316,-1.98,-0.61,2.07,252.74,0.046
2009072317,-2.67,0.38,2.69,278.08,0.051
2009072318,-3.23,1.27,3.47,291.43,0.04
2009072319,-3.37,1.71,3.78,296.91,0.04
2009072320,-3.27,1.74,3.7,297.96,0.076
2009072321,-3.21,1.46,3.52,294.41,0.116
2009072322,-3.39,1.04,3.54,286.99,0.147
2009072323,-3.61,0.79,3.69,282.36,0.172
2009072400,-3.55,1.08,3.71,286.89,0.177
2009072401,-4.34,4.56,6.29,316.42,0.167
