dateTime,u,v,ws,wd,wp
2009070607,2.97,0.58,3.03,78.97,0
2009070608,3.17,-0.32,3.18,95.8,0
2009070609,2.75,-0.85,2.87,107.16,0
2009070610,1.6,-0.76,1.77,115.43,0
2009070611,0.27,-0.44,0.51,148.84,0
2009070612,-0.52,-0.43,0.68,230.21,0
2009070613,2.03,-4.9,5.3,157.48,0
2009070614,2.91,-4.1,5.03,144.6,0.006
2009070615,3.81,-3.25,5.01,130.51,0
2009070616,4.54,-2.99,5.43,123.39,0
2009070617,5.01,-3.19,5.94,122.47,0.006
2009070618,5.18,-3.55,6.27,124.4,0.105
2009070619,5.01,-3.8,6.29,127.2,0.061
2009070620,4.66,-3.91,6.08,130.01,0.028
2009070621,4.32,-3.87,5.8,131.85,0.006
2009070622,4.15,-3.7,5.56,131.75,0.006
2009070623,4.06,-3.44,5.32,130.26,0.121
2009070700,3.9,-3.1,4.99,128.46,0.132
2009070701,2.74,-3.4,4.37,141.1,0
2009070702,2.55,-2.53,3.59,134.74,0
2009070703,2.48,-1.77,3.05,125.49,0.033
2009070704,2.66,-1.41,3.01,117.87,0.083
2009070705,2.95,-1.35,3.24,114.57,0
2009070706,3.15,-1.41,3.45,114.13,0.011
2009070707,3.12,-1.44,3.44,114.77,0.05
2009070708,3.09,-1.45,3.41,115.21,0.176
2009070709,3.34,-1.5,3.66,114.21,0.253
2009070710,4.06,-1.63,4.38,111.86,0.226
2009070711,5.01,-1.86,5.34,110.38,0.275
2009070712,5.83,-2.21,6.23,110.79,0.259
2009070713,5.1,-3.32,6.08,123.08,0.287
2009070714,5.48,-3.8,6.67,124.77,0.325
2009070715,5.82,-4.08,7.11,125.04,0.424
2009070716,6.07,-4.07,7.31,123.87,0.446
2009070717,6.22,-3.87,7.33,121.93,0.446
2009070718,6.28,-3.63,7.26,120.0,0.413
2009070719,6.28,-3.45,7.16,118.77,0.275
2009070720,6.2,-3.32,7.03,118.2,0.364
2009070721,6.05,-3.22,6.86,118.04,0.314
2009070722,5.85,-3.13,6.63,118.1,0.176
2009070723,5.63,-3.04,6.39,118.38,0.132
2009070800,5.41,-2.99,6.18,118.92,0.171
2009070801,4.12,-1.31,4.33,107.68,0.375
2009070802,4.05,-1.21,4.22,106.6,0.391
2009070803,3.96,-1.2,4.14,106.8,0.551
2009070804,3.75,-1.21,3.94,107.95,0.749
2009070805,3.43,-1.23,3.65,109.77,0.452
2009070806,3.08,-1.24,3.32,111.96,0.171
2009070807,2.73,-1.23,3.0,114.32,0.033
2009070808,2.44,-1.3,2.77,117.98,0.006
2009070809,2.25,-1.53,2.72,124.21,0
2009070810,2.16,-1.98,2.93,132.49,0
2009070811,2.11,-2.53,3.3,140.19,0
2009070812,1.99,-3.02,3.62,146.54,0
2009070813,2.07,-2.97,3.62,145.12,0
2009070814,1.84,-3.08,3.59,149.05,0
2009070815,1.86,-3.14,3.65,149.4,0
2009070816,2.27,-3.22,3.94,144.78,0
2009070817,2.86,-3.31,4.37,139.1,0
2009070818,3.29,-3.34,4.69,135.49,0
2009070819,3.28,-3.3,4.66,135.16,0
2009070820,2.91,-3.21,4.33,137.77,0.039
2009070821,2.31,-3.1,3.86,143.36,0.033
2009070822,1.61,-3.0,3.41,151.79,0.006
2009070823,1.02,-2.89,3.06,160.51,0
2009070900,0.74,-2.7,2.8,164.64,0.006
2009070901,1.52,-2.39,2.83,147.53,0
2009070902,1.35,-2.38,2.73,150.34,0
2009070903,1.0,-2.13,2.36,154.85,0.033
2009070904,0.39,-1.49,1.54,165.2,0.017
2009070905,-0.23,-0.63,0.67,199.94,0
2009070906,-0.55,0.15,0.57,285.26,0
2009070907,-0.35,0.64,0.73,330.98,0
2009070908,0.11,0.84,0.85,7.67,0
2009070909,0.5,0.83,0.97,30.91,0
2009070910,0.53,0.69,0.87,37.45,0.006
2009070911,0.24,0.51,0.57,25.25,0
2009070912,-0.24,0.41,0.48,329.75,0.011
2009070913,-0.93,-0.31,0.98,251.46,0.006
2009070914,-0.93,-0.61,1.11,236.79,0
2009070915,-0.87,-0.9,1.25,224.15,0
2009070916,-0.71,-1.16,1.36,211.72,0
2009070917,-0.45,-1.33,1.41,198.7,0.006
2009070918,-0.08,-1.37,1.37,183.43,0.044
2009070919,0.38,-1.24,1.3,163.08,0.061
2009070920,0.86,-1.09,1.38,141.82,0.011
2009070921,1.27,-1.09,1.67,130.6,0.011
2009070922,1.52,-1.32,2.02,130.97,0
2009070923,1.49,-1.51,2.12,135.53,0
2009071000,1.01,-1.28,1.63,141.87,0
2009071001,-0.72,-1.27,1.46,209.45,0
2009071002,-1.69,0.64,1.8,290.8,0
2009071003,-2.27,2.26,3.2,314.84,0.055
2009071004,-2.29,3.0,3.78,322.64,0.325
2009071005,-1.97,3.05,3.63,327.11,0.347
2009071006,-1.62,2.76,3.2,329.5,0.419
2009071007,-1.5,2.45,2.87,328.52,0.375
2009071008,-1.59,2.3,2.79,325.3,0.457
2009071009,-1.82,2.44,3.04,323.19,0.43
2009071010,-2.1,2.93,3.61,324.41,0.331
2009071011,-2.21,3.56,4.19,328.13,0.347
2009071012,-1.94,4.02,4.46,334.27,0.231
2009071013,-1.35,4.18,4.39,342.09,0.033
2009071014,-0.57,4.3,4.33,352.4,0.006
2009071015,0.29,4.29,4.3,3.89,0.033
2009071016,1.12,4.23,4.37,14.83,0.116
2009071017,1.93,4.23,4.65,24.48,0.231
2009071018,2.77,4.45,5.24,31.88,0.38
2009071019,3.63,4.96,6.14,36.17,0.452
2009071020,4.17,5.51,6.91,37.09,0.523
2009071021,3.99,5.79,7.04,34.57,0.617
2009071022,2.89,5.59,6.3,27.32,0.595
2009071023,1.4,5.1,5.29,15.29,0.468
2009071100,0.24,4.62,4.63,2.94,0.408
2009071101,-0.01,4.65,4.65,359.92,0.358
2009071102,0.26,4.81,4.82,3.11,0.441
2009071103,0.87,5.02,5.09,9.87,0.507
2009071104,1.6,5.11,5.36,17.41,0.584
2009071105,2.22,4.92,5.39,24.27,0.623
2009071106,2.48,4.27,4.93,30.17,0.705
2009071107,2.27,3.12,3.86,36.01,0.744
2009071108,1.9,2.0,2.75,43.55,0.716
2009071109,1.8,1.55,2.38,49.29,0.556
2009071110,2.29,2.21,3.19,46.03,0.325
2009071111,3.2,3.49,4.73,42.5,0.176
2009071112,4.21,4.65,6.28,42.15,0.006
2009071113,3.57,4.48,5.73,38.55,0.017
2009071114,5.01,3.95,6.38,51.75,0.039
2009071115,6.15,2.7,6.71,66.3,0.143
2009071116,6.52,0.59,6.55,84.85,0.347
2009071117,6.29,-1.9,6.57,106.82,0.479
2009071118,5.81,-4.13,7.12,125.41,0.364
2009071119,5.34,-5.59,7.73,136.32,0.198
2009071120,4.96,-6.39,8.09,142.16,0.149
2009071121,4.69,-6.75,8.22,145.25,0.314
2009071122,4.51,-6.89,8.23,146.76,0.584
2009071123,4.39,-6.78,8.08,147.06,0.672
2009071200,4.28,-6.4,7.69,146.24,0.496
2009071201,3.78,-6.42,7.45,149.48,0.556
2009071202,3.45,-5.35,6.36,147.14,0.854
2009071203,3.16,-4.32,5.35,143.84,0.887
2009071204,2.94,-3.49,4.56,139.94,0.733
2009071205,2.83,-2.77,3.96,134.41,0.601
2009071206,2.85,-1.99,3.48,124.85,0.551
2009071207,3.02,-1.02,3.19,108.67,0.231
2009071208,3.25,0.07,3.25,88.84,0.072
2009071209,3.46,1.16,3.65,71.47,0.017
2009071210,3.6,2.14,4.19,59.21,0.039
2009071211,3.81,2.88,4.77,52.93,0.088
2009071212,4.26,3.2,5.33,53.07,0.22
2009071213,3.28,1.55,3.63,64.72,0.209
2009071214,4.01,1.89,4.43,64.77,0.281
2009071215,4.9,1.93,5.27,68.5,0.331
2009071216,5.79,1.64,6.02,74.23,0.402
2009071217,6.43,1.13,6.53,79.99,0.358
2009071218,6.54,0.6,6.57,84.75,0.364
2009071219,5.95,0.15,5.96,88.52,0.309
2009071220,4.89,-0.31,4.9,93.66,0.143
2009071221,3.67,-0.96,3.79,104.65,0.055
2009071222,2.59,-1.87,3.2,125.85,0.044
2009071223,1.86,-2.86,3.41,147.06,0.083
2009071300,1.62,-3.66,4.0,156.1,0.011
2009071301,1.49,-3.4,3.71,156.26,0.011
2009071302,1.89,-3.14,3.66,148.89,0.017
2009071303,2.35,-2.83,3.68,140.3,0.05
2009071304,2.73,-2.7,3.84,134.6,0.072
2009071305,3.0,-2.65,4.0,131.45,0.088
2009071306,3.14,-2.55,4.04,129.07,0.099
2009071307,3.17,-2.3,3.91,125.99,0.055
2009071308,3.2,-2.02,3.79,122.22,0.05
2009071309,3.4,-1.87,3.88,118.84,0.105
2009071310,3.83,-1.98,4.31,117.36,0.16
2009071311,4.34,-2.34,4.93,118.31,0.242
2009071312,4.72,-2.9,5.54,121.5,0.309
2009071313,5.13,-2.96,5.93,120.01,0.402
2009071314,5.03,-3.55,6.16,125.22,0.309
2009071315,5.04,-3.85,6.34,127.33,0.298
2009071316,5.34,-3.71,6.51,124.8,0.275
2009071317,5.72,-3.47,6.69,121.23,0.237
2009071318,5.84,-3.52,6.82,121.09,0.226
2009071319,5.48,-4.13,6.86,127.04,0.198
2009071320,4.8,-4.95,6.89,135.9,0.099
2009071321,4.05,-5.45,6.79,143.4,0.061
2009071322,3.44,-5.27,6.29,146.85,0.044
2009071323,3.01,-4.63,5.52,146.98,0.044
2009071400,2.74,-3.91,4.78,145.0,0
2009071401,3.02,-3.45,4.59,138.79,0.132
2009071402,2.86,-3.37,4.42,139.62,0.298
2009071403,2.65,-3.25,4.19,140.8,0.16
2009071404,2.34,-2.96,3.78,141.66,0.226
2009071405,2.05,-2.57,3.29,141.36,0.226
2009071406,1.91,-2.15,2.88,138.36,0.182
2009071407,2.01,-1.79,2.69,131.66,0.083
2009071408,2.23,-1.48,2.68,123.49,0.039
2009071409,2.43,-1.21,2.72,116.44,0.011
2009071410,2.49,-1.0,2.68,111.88,0
2009071411,2.41,-0.97,2.6,112.01,0
2009071412,2.23,-1.29,2.58,119.95,0
2009071413,2.18,-2.1,3.03,133.9,0
2009071414,2.42,-2.38,3.4,134.5,0
2009071415,2.71,-2.52,3.7,132.92,0
2009071416,2.95,-2.47,3.85,129.93,0
2009071417,3.12,-2.31,3.88,126.52,0.061
2009071418,3.2,-2.15,3.85,123.85,0.055
2009071419,3.18,-2.05,3.79,122.83,0.099
2009071420,3.04,-1.96,3.62,122.83,0.138
2009071421,2.73,-1.76,3.25,122.74,0.138
2009071422,2.24,-1.36,2.61,121.22,0.028
2009071423,1.57,-0.77,1.75,116.25,0
2009071500,0.76,-0.05,0.76,93.85,0
2009071501,-0.06,0.64,0.65,354.57,0
2009071502,-0.61,1.62,1.73,339.42,0
2009071503,-0.9,2.47,2.63,340.01,0
2009071504,-0.9,3.03,3.16,343.5,0
2009071505,-0.71,3.31,3.38,347.89,0.011
2009071506,-0.48,3.38,3.41,351.88,0.066
2009071507,-0.34,3.31,3.33,354.17,0.116
2009071508,-0.33,3.24,3.26,354.19,0.364
2009071509,-0.49,3.33,3.36,351.58,0.253
2009071510,-0.81,3.66,3.75,347.53,0.193
2009071511,-1.06,4.15,4.28,345.68,0.242
2009071512,-0.97,4.63,4.73,348.21,0.303
2009071513,-0.2,6.07,6.08,358.11,0.253
2009071514,0.14,5.7,5.7,1.38,0.303
2009071515,-0.07,5.25,5.25,359.24,0.342
2009071516,-1.1,4.99,5.11,347.52,0.413
2009071517,-2.31,4.9,5.41,334.74,0.375
2009071518,-2.79,4.89,5.63,330.27,0.292
2009071519,-1.94,4.9,5.27,338.38,0.463
2009071520,-0.32,4.99,5.0,356.27,0.369
2009071521,1.21,5.22,5.36,13.11,0.38
2009071522,2.03,5.59,5.95,19.91,0.529
2009071523,2.26,5.9,6.32,20.93,0.744
2009071600,2.25,5.85,6.27,21.07,0.645
2009071601,3.2,3.84,5.0,39.76,0.595
2009071602,3.1,2.77,4.16,48.25,0.551
2009071603,2.71,1.93,3.33,54.58,0.534
2009071604,2.28,1.68,2.83,53.67,0.402
2009071605,1.85,1.87,2.63,44.77,0.264
2009071606,1.41,2.22,2.64,32.46,0.237
2009071607,0.99,2.5,2.69,21.71,0.496
2009071608,0.76,2.5,2.62,16.83,0.463
2009071609,0.91,2.1,2.29,23.54,0.303
2009071610,1.57,1.19,1.97,52.73,0.226
2009071611,2.42,0.02,2.42,89.61,0.072
2009071612,3.06,-1.13,3.26,110.31,0.028
2009071613,1.04,-1.54,1.85,145.97,0.033
2009071614,1.26,-0.98,1.6,128.11,0.033
2009071615,1.76,-0.53,1.84,106.87,0
2009071616,2.34,-0.39,2.37,99.54,0
2009071617,2.87,-0.46,2.91,99.17,0
2009071618,3.26,-0.57,3.31,99.9,0
2009071619,3.41,-0.6,3.47,99.94,0.044
2009071620,3.26,-0.7,3.33,102.08,0.331
2009071621,2.72,-1.08,2.92,111.63,0.408
2009071622,1.8,-1.86,2.58,135.87,0.303
2009071623,0.81,-2.77,2.88,163.66,0.231
2009071700,0.13,-3.45,3.45,177.82,0.298
2009071701,-0.11,-2.62,2.62,182.32,0.143
2009071702,-0.11,-3.33,3.33,181.86,0.127
2009071703,-0.2,-3.35,3.36,183.33,0.088
2009071704,-0.62,-2.34,2.42,194.78,0
2009071705,-1.21,-0.81,1.46,236.39,0
2009071706,-1.72,0.54,1.8,287.42,0
2009071707,-1.92,1.18,2.25,301.57,0.05
2009071708,-1.79,1.37,2.26,307.36,0.099
2009071709,-1.39,1.57,2.1,318.56,0.198
2009071710,-0.76,2.08,2.21,340.03,0.358
2009071711,0.02,2.48,2.48,0.38,0.419
2009071712,0.82,2.21,2.36,20.43,0.325
2009071713,1.38,-1.25,1.86,132.27,0.105
2009071714,1.6,-2.54,3.0,147.7,0.028
2009071715,1.79,-3.45,3.89,152.62,0.05
2009071716,2.07,-3.72,4.26,150.91,0.088
2009071717,2.39,-3.56,4.29,146.11,0.039
2009071718,2.64,-3.31,4.24,141.37,0.099
2009071719,2.74,-3.23,4.23,139.68,0.204
2009071720,2.65,-3.24,4.19,140.66,0.231
2009071721,2.39,-3.19,3.99,143.14,0.165
2009071722,1.98,-2.97,3.57,146.24,0.083
2009071723,1.56,-2.58,3.01,148.88,0.039
2009071800,1.27,-2.07,2.43,148.43,0.022
2009071801,2.23,-2.75,3.54,140.98,0.006
2009071802,2.43,-2.45,3.45,135.19,0.006
2009071803,2.63,-2.16,3.4,129.46,0
2009071804,2.7,-1.9,3.3,125.1,0
2009071805,2.66,-1.62,3.11,121.37,0
2009071806,2.56,-1.31,2.88,117.09,0.011
2009071807,2.49,-0.97,2.67,111.32,0.028
2009071808,2.52,-0.69,2.61,105.25,0.044
2009071809,2.78,-0.58,2.84,101.77,0.022
2009071810,3.31,-0.72,3.39,102.31,0.039
2009071811,4.0,-1.06,4.14,104.85,0.055
2009071812,4.67,-1.5,4.9,107.78,0.061
2009071813,5.12,-1.91,5.46,110.47,0.055
2009071814,5.61,-2.17,6.02,111.18,0.072
2009071815,5.98,-2.32,6.42,111.18,0.105
2009071816,6.23,-2.34,6.66,110.57,0.083
2009071817,6.36,-2.29,6.76,109.81,0.11
2009071818,6.39,-2.25,6.78,109.41,0.11
2009071819,6.31,-2.26,6.7,109.7,0.066
2009071820,6.07,-2.23,6.47,110.19,0.066
2009071821,5.61,-2.05,5.98,110.09,0.143
2009071822,4.93,-1.66,5.2,108.61,0.149
2009071823,4.2,-1.18,4.36,105.65,0.105
2009071900,3.68,-0.79,3.76,102.1,0.072
2009071901,3.89,-0.24,3.9,93.57,0.011
2009071902,3.6,-0.48,3.63,97.6,0.006
2009071903,3.48,-0.75,3.56,102.22,0.028
2009071904,3.49,-0.87,3.6,104.06,0.154
2009071905,3.57,-0.86,3.67,103.51,0.281
2009071906,3.65,-0.77,3.73,101.91,0.331
2009071907,3.68,-0.67,3.74,100.35,0.215
2009071908,3.72,-0.62,3.77,99.41,0.22
2009071909,3.82,-0.64,3.88,99.56,0.237
2009071910,4.03,-0.79,4.11,101.1,0.242
2009071911,4.28,-1.06,4.41,103.9,0.11
2009071912,4.49,-1.45,4.72,107.83,0.083
2009071913,4.21,-1.32,4.42,107.46,0.061
2009071914,4.18,-1.44,4.42,108.94,0.088
2009071915,4.05,-1.43,4.29,109.42,0.055
2009071916,3.85,-1.27,4.06,108.25,0.055
2009071917,3.64,-1.05,3.79,106.02,0.083
2009071918,3.46,-0.86,3.56,103.94,0.083
2009071919,3.32,-0.79,3.41,103.41,0.061
2009071920,3.17,-0.84,3.28,104.85,0.022
2009071921,2.93,-0.98,3.09,108.43,0.006
2009071922,2.57,-1.16,2.82,114.38,0
2009071923,2.17,-1.31,2.53,121.15,0
2009072000,1.87,-1.32,2.29,125.26,0
2009072001,1.65,-0.78,1.82,115.26,0
2009072002,1.61,-0.41,1.66,104.29,0
2009072003,1.51,0.1,1.51,86.08,0
2009072004,1.21,0.72,1.41,59.21,0
2009072005,0.78,1.28,1.5,31.45,0
2009072006,0.35,1.58,1.62,12.42,0
2009072007,0.0,1.52,1.52,0.04,0.011
2009072008,-0.29,1.28,1.31,347.41,0
2009072009,-0.57,1.14,1.27,333.59,0
2009072010,-0.87,1.29,1.55,326.06,0
2009072011,-1.08,1.54,1.88,324.9,0.011
2009072012,-1.09,1.64,1.97,326.46,0.017
2009072013,-0.85,1.4,1.63,328.73,0
2009072014,-0.44,1.2,1.28,339.99,0
2009072015,-0.02,0.99,0.99,358.78,0
2009072016,0.28,0.78,0.83,19.86,0
2009072017,0.45,0.58,0.74,38.02,0
2009072018,0.51,0.4,0.65,51.75,0
2009072019,0.47,0.24,0.53,62.71,0.006
2009072020,0.39,0.08,0.4,77.95,0.006
2009072021,0.34,-0.1,0.36,106.06,0
2009072022,0.35,-0.32,0.48,132.48,0
2009072023,0.31,-0.58,0.66,151.57,0
2009072100,0.09,-0.86,0.86,174.22,0
2009072101,-0.76,-1.6,1.77,205.26,0
2009072102,-1.89,-1.06,2.17,240.75,0
2009072103,-2.72,-0.34,2.74,262.87,0
2009072104,-2.95,0.38,2.97,277.41,0.022
2009072105,-2.75,1.01,2.93,290.23,0.083
2009072106,-2.37,1.47,2.79,301.8,0.066
2009072107,-2.05,1.71,2.67,309.89,0.05
2009072108,-1.89,1.83,2.63,314.15,0.154
2009072109,-1.95,1.94,2.75,314.88,0.138
2009072110,-2.27,2.14,3.12,313.31,0.193
2009072111,-2.64,2.33,3.52,311.5,0.215
2009072112,-2.82,2.42,3.72,310.66,0.287
2009072113,-3.05,2.0,3.65,303.29,0.061
2009072114,-2.7,1.68,3.18,301.93,0.017
2009072115,-2.2,1.45,2.63,303.35,0.011
2009072116,-1.66,1.48,2.22,311.6,0.006
2009072117,-1.24,1.73,2.13,324.26,0.028
2009072118,-1.09,2.1,2.36,332.47,0.094
2009072119,-1.3,2.48,2.8,332.25,0.287
2009072120,-1.72,2.75,3.24,328.03,0.055
2009072121,-2.12,2.8,3.51,322.9,0.055
2009072122,-2.33,2.55,3.45,317.61,0.248
2009072123,-2.38,2.16,3.21,312.22,0.198
2009072200,-2.33,1.82,2.96,307.92,0.121
2009072201,-1.62,0.63,1.74,291.18,0.105
2009072202,-1.99,0.51,2.06,284.23,0.083
2009072203,-2.35,0.67,2.44,285.92,0.077
2009072204,-2.61,1.11,2.83,293.09,0.066
2009072205,-2.72,1.61,3.16,300.54,0.066
2009072206,-2.68,1.89,3.28,305.11,0.033
2009072207,-2.5,1.76,3.06,305.19,0.138
2009072208,-2.36,1.4,2.74,300.63,0.204
2009072209,-2.49,1.04,2.7,292.6,0.275
2009072210,-3.01,0.88,3.14,286.34,0.242
2009072211,-3.66,0.98,3.79,284.99,0.215
2009072212,-4.08,1.33,4.29,288.09,0.27
2009072213,-2.52,2.08,3.27,309.49,0.165
2009072214,-2.11,1.84,2.8,311.05,0.116
2009072215,-1.58,1.56,2.22,314.69,0.116
2009072216,-1.05,1.44,1.78,323.75,0.044
2009072217,-0.62,1.48,1.61,337.19,0.055
2009072218,-0.39,1.7,1.75,347.02,0.072
2009072219,-0.41,2.07,2.11,348.79,0.077
2009072220,-0.54,2.48,2.54,347.82,0.066
2009072221,-0.58,2.79,2.85,348.34,0.116
2009072222,-0.4,2.9,2.93,352.09,0.033
2009072223,-0.13,2.83,2.83,357.32,0.072
2009072300,0.06,2.63,2.64,1.22,0.061
2009072301,-0.17,2.16,2.17,355.63,0
2009072302,-0.75,1.72,1.87,336.54,0
2009072303,-1.32,1.51,2.01,318.86,0.006
2009072304,-1.7,1.67,2.39,314.44,0.077
2009072305,-1.87,2.03,2.76,317.34,0.05
2009072306,-1.84,2.36,2.99,321.99,0.022
2009072307,-1.65,2.49,2.98,326.42,0.022
2009072308,-1.36,2.5,2.85,331.35,0.072
2009072309,-1.07,2.55,2.76,337.23,0.138
2009072310,-0.84,2.74,2.87,343.03,0.105
2009072311,-0.7,3.03,3.11,347.04,0.088
2009072312,-0.67,3.32,3.39,348.55,0.05
2009072313,-2.85,0.15,2.85,272.98,0.039
2009072314,-3.28,-0.57,3.33,260.12,0.033
2009072315,-3.45,-1.11,3.62,252.14,0
2009072316,-3.23,-1.3,3.48,248.05,0
2009072317,-2.85,-1.22,3.1,246.9,0
2009072318,-2.62,-0.99,2.8,249.39,0
2009072319,-2.71,-0.73,2.8,254.88,0
2009072320,-2.79,-0.56,2.85,258.67,0.039
2009072321,-2.43,-0.57,2.49,256.83,0.011
2009072322,-1.33,-0.81,1.56,238.75,0.006
