dateTime,u,v,ws,wd,wp
2009070414,1.17,-3.74,3.91,162.64,0
2009070415,1.14,-3.55,3.73,162.14,0.01
2009070416,1.12,-3.24,3.43,160.93,0.03
2009070417,1.14,-2.87,3.09,158.29,0.059
2009070418,1.26,-2.45,2.75,152.79,0.089
2009070419,1.48,-1.99,2.48,143.34,0.109
2009070420,1.67,-1.45,2.21,131.0,0.119
2009070421,1.64,-0.76,1.81,114.95,0.099
2009070422,1.26,0.09,1.26,85.94,0.089
2009070423,0.66,0.9,1.11,36.33,0.069
2009070500,0.02,1.4,1.4,0.62,0.079
2009070501,-2.61,1.14,2.84,293.57,0.059
2009070502,-2.87,1.36,3.18,295.3,0.059
2009070503,-2.81,1.56,3.21,298.97,0.069
2009070504,-2.45,1.86,3.08,307.12,0.049
2009070505,-1.92,2.18,2.91,318.6,0
2009070506,-1.36,2.39,2.75,330.43,0
2009070507,-0.88,2.42,2.57,340.09,0
2009070508,-0.47,2.37,2.41,348.83,0
2009070509,-0.09,2.4,2.4,357.78,0
2009070510,0.28,2.63,2.64,6.09,0
2009070511,0.66,2.96,3.03,12.6,0
2009070512,1.06,3.25,3.42,17.99,0
2009070513,1.42,-1.5,2.07,136.51,0
2009070514,0.81,-2.05,2.21,158.55,0
2009070515,0.42,-2.28,2.32,169.48,0
2009070516,0.52,-2.15,2.21,166.49,0.02
2009070517,0.98,-1.84,2.09,151.92,0.069
2009070518,1.63,-1.59,2.28,134.33,0.099
2009070519,2.28,-1.57,2.77,124.5,0.138
2009070520,2.78,-1.65,3.24,120.71,0.168
2009070521,3.0,-1.67,3.44,119.14,0.168
2009070522,2.86,-1.51,3.23,117.78,0.128
2009070523,2.5,-1.25,2.8,116.6,0.119
2009070600,2.15,-1.08,2.41,116.63,0.119
2009070601,0.71,-0.44,0.84,121.71,0.158
2009070602,0.87,-1.59,1.82,151.21,0.168
2009070603,0.93,-2.07,2.27,155.66,0.119
2009070604,0.77,-1.33,1.54,149.75,0.128
2009070605,0.6,0.08,0.61,82.6,0.257
2009070606,0.72,1.33,1.51,28.35,0.079
2009070607,1.28,1.78,2.2,35.63,0.03
2009070608,1.95,1.59,2.52,50.92,0.03
2009070609,2.27,1.06,2.51,65.05,0.049
2009070610,1.92,0.48,1.98,75.98,0.119
2009070611,1.13,-0.05,1.13,92.47,0.069
2009070612,0.29,-0.47,0.55,148.3,0.128
2009070613,3.38,-1.14,3.56,108.64,0.049
2009070614,2.94,-2.65,3.96,131.94,0.069
2009070615,2.58,-3.86,4.64,146.24,0.326
2009070616,2.5,-4.36,5.02,150.21,0.405
2009070617,2.62,-4.33,5.06,148.81,0.366
2009070618,2.81,-4.11,4.98,145.59,0.316
2009070619,2.91,-3.98,4.93,143.84,0.247
2009070620,2.68,-4.06,4.86,146.61,0.217
2009070621,1.87,-4.43,4.8,157.09,0.277
2009070622,0.39,-5.08,5.09,175.66,0.128
2009070623,-1.3,-5.75,5.89,192.72,0.059
2009070700,-2.56,-6.11,6.63,202.7,0.03
2009070701,-1.37,-4.45,4.66,197.17,0
2009070702,-1.8,-5.61,5.89,197.81,0.02
2009070703,-1.78,-6.05,6.3,196.39,0.336
2009070704,-1.48,-5.27,5.48,195.72,0.395
2009070705,-0.98,-3.78,3.91,194.57,0.237
2009070706,-0.31,-2.3,2.32,187.75,0.069
2009070707,0.48,-1.43,1.5,161.41,0
2009070708,1.32,-1.17,1.76,131.43,0.02
2009070709,2.13,-1.4,2.55,123.21,0.158
2009070710,2.83,-1.97,3.45,124.76,0.099
2009070711,3.37,-2.65,4.29,128.23,0.089
2009070712,3.7,-3.23,4.91,131.08,0.099
2009070713,3.01,-3.52,4.63,139.43,0.198
2009070714,3.23,-3.85,5.03,139.99,0.346
2009070715,3.56,-4.11,5.43,139.14,0.296
2009070716,4.13,-4.26,5.93,135.92,0.356
2009070717,4.83,-4.37,6.51,132.11,0.326
2009070718,5.47,-4.5,7.08,129.4,0.425
2009070719,5.86,-4.71,7.51,128.77,0.543
2009070720,5.73,-4.95,7.58,130.83,0.504
2009070721,4.84,-5.19,7.1,136.95,0.306
2009070722,3.09,-5.32,6.16,149.82,0.208
2009070723,1.03,-5.22,5.32,168.78,0.188
2009070800,-0.62,-4.71,4.75,187.54,0.089
2009070801,-2.27,-3.38,4.08,213.92,0.04
2009070802,-2.07,-2.48,3.23,219.86,0.03
2009070803,-1.7,-1.91,2.56,221.73,0.01
2009070804,-1.63,-1.93,2.52,220.12,0
2009070805,-1.63,-2.28,2.8,215.66,0
2009070806,-1.34,-2.53,2.86,207.81,0
2009070807,-0.49,-2.41,2.46,191.45,0.04
2009070808,0.6,-2.1,2.19,164.02,0.079
2009070809,1.49,-1.92,2.43,142.13,0.049
2009070810,1.86,-2.09,2.8,138.3,0.04
2009070811,1.88,-2.52,3.14,143.19,0.089
2009070812,1.86,-3.02,3.55,148.47,0.079
2009070813,1.1,-2.79,3.0,158.46,0.01
2009070814,1.48,-2.66,3.04,151.01,0
2009070815,1.83,-2.58,3.16,144.71,0
2009070816,2.08,-2.61,3.34,141.39,0
2009070817,2.11,-2.74,3.46,142.33,0
2009070818,1.78,-2.96,3.45,148.91,0.02
2009070819,1.02,-3.22,3.38,162.36,0.04
2009070820,0.06,-3.38,3.38,179.02,0.059
2009070821,-0.83,-3.26,3.36,194.24,0.03
2009070822,-1.41,-2.75,3.09,207.14,0.02
2009070823,-1.74,-2.06,2.69,220.19,0.02
2009070900,-1.93,-1.47,2.43,232.77,0
2009070901,-2.11,-2.17,3.02,224.27,0
2009070902,-2.12,-1.85,2.81,228.87,0
2009070903,-1.96,-1.71,2.6,228.94,0
2009070904,-1.65,-1.79,2.44,222.72,0
2009070905,-1.27,-1.96,2.34,213.03,0
2009070906,-0.92,-2.03,2.23,204.37,0
2009070907,-0.68,-1.9,2.02,199.68,0
2009070908,-0.57,-1.73,1.82,198.31,0
2009070909,-0.6,-1.75,1.85,198.96,0.01
2009070910,-0.77,-2.1,2.24,200.07,0.01
2009070911,-1.03,-2.47,2.68,202.7,0.01
2009070912,-1.37,-2.47,2.82,208.93,0.01
2009070913,-2.13,-1.6,2.66,233.15,0
2009070914,-2.54,-0.84,2.67,251.71,0.01
2009070915,-2.91,-0.05,2.91,268.99,0.02
2009070916,-3.21,0.59,3.26,280.44,0.04
2009070917,-3.47,1.05,3.62,286.9,0.079
2009070918,-3.72,1.33,3.95,289.68,0.119
2009070919,-3.98,1.43,4.23,289.71,0.148
2009070920,-4.14,1.37,4.36,288.29,0.168
2009070921,-4.03,1.18,4.2,286.37,0.188
2009070922,-3.59,0.92,3.71,284.4,0.188
2009070923,-3.02,0.67,3.09,282.46,0.168
2009071000,-2.6,0.52,2.65,281.36,0.158
2009071001,-3.37,0.23,3.38,273.84,0.188
2009071002,-3.68,0.52,3.72,278.01,0.227
2009071003,-3.88,0.75,3.95,280.91,0.188
2009071004,-3.74,0.78,3.82,281.71,0.128
2009071005,-3.38,0.64,3.44,280.78,0.119
2009071006,-2.97,0.43,3.0,278.32,0.128
2009071007,-2.64,0.23,2.65,274.9,0.138
2009071008,-2.47,0.09,2.47,272.19,0.128
2009071009,-2.49,0.11,2.49,272.45,0.079
2009071010,-2.67,0.31,2.69,276.61,0.119
2009071011,-2.85,0.66,2.92,283.1,0.099
2009071012,-2.76,1.1,2.97,291.7,0.04
2009071013,-2.99,2.56,3.94,310.6,0.01
2009071014,-2.25,3.34,4.03,325.99,0.04
2009071015,-1.48,4.07,4.33,339.95,0.04
2009071016,-0.91,4.7,4.79,349.02,0.03
2009071017,-0.47,5.13,5.15,354.76,0.04
2009071018,-0.02,5.26,5.26,359.74,0.04
2009071019,0.49,5.01,5.04,5.56,0.03
2009071020,0.82,4.53,4.6,10.32,0.03
2009071021,0.66,3.96,4.01,9.54,0.01
2009071022,-0.16,3.45,3.46,357.37,0.02
2009071023,-1.21,3.1,3.33,338.68,0.049
2009071100,-1.91,2.97,3.53,327.27,0.128
2009071101,-0.52,4.78,4.81,353.81,0.217
2009071102,0.09,5.37,5.37,0.98,0.247
2009071103,1.05,5.63,5.73,10.51,0.257
2009071104,2.29,5.28,5.76,23.47,0.366
2009071105,3.51,4.53,5.73,37.76,0.464
2009071106,4.29,3.71,5.67,49.19,0.791
2009071107,4.37,3.08,5.35,54.78,0.711
2009071108,4.0,2.75,4.86,55.44,0.484
2009071109,3.58,2.76,4.52,52.35,0.415
2009071110,3.41,3.07,4.59,48.08,0.346
2009071111,3.53,3.37,4.88,46.32,0.395
2009071112,3.87,3.31,5.1,49.48,0.395
2009071113,3.96,5.55,6.82,35.47,0.178
2009071114,4.88,5.69,7.49,40.61,0.099
2009071115,5.79,5.25,7.82,47.78,0
2009071116,6.37,4.18,7.62,56.71,0.089
2009071117,6.61,2.81,7.18,67.0,0.543
2009071118,6.61,1.57,6.79,76.64,0.455
2009071119,6.41,0.77,6.45,83.16,0.613
2009071120,5.94,0.14,5.94,88.68,0.346
2009071121,5.11,-0.73,5.16,98.14,0.464
2009071122,3.86,-2.1,4.39,118.48,0.494
2009071123,2.35,-3.63,4.32,147.05,0.514
2009071200,0.77,-4.85,4.92,170.96,0.445
2009071201,-1.6,-5.81,6.03,195.37,0.445
2009071202,-2.3,-5.18,5.67,203.97,0.583
2009071203,-2.48,-4.27,4.93,210.2,0.623
2009071204,-2.25,-3.35,4.03,213.84,0.553
2009071205,-1.9,-2.5,3.14,217.24,0.168
2009071206,-1.79,-1.7,2.47,226.36,0.059
2009071207,-2.14,-0.97,2.35,245.63,0.03
2009071208,-2.66,-0.25,2.67,264.56,0
2009071209,-2.93,0.48,2.97,279.35,0.049
2009071210,-2.64,1.26,2.93,295.51,0.099
2009071211,-1.95,2.05,2.83,316.32,0.049
2009071212,-1.12,2.78,2.99,338.11,0.02
2009071213,-1.77,1.13,2.1,302.66,0
2009071214,-1.51,1.87,2.41,321.14,0
2009071215,-0.98,2.39,2.58,337.81,0.01
2009071216,-0.14,2.56,2.57,356.95,0.02
2009071217,0.83,2.49,2.63,18.36,0.02
2009071218,1.68,2.36,2.9,35.48,0.059
2009071219,2.26,2.28,3.21,44.71,0.069
2009071220,2.63,2.14,3.39,50.8,0.04
2009071221,2.91,1.77,3.41,58.76,0.04
2009071222,3.19,1.01,3.35,72.5,0.01
2009071223,3.32,-0.21,3.33,93.61,0.128
2009071300,3.08,-1.93,3.64,122.09,0.198
2009071301,3.84,-3.78,5.39,134.57,0.198
2009071302,3.42,-5.32,6.33,147.28,0.198
2009071303,2.77,-6.03,6.64,155.36,0.119
2009071304,1.96,-5.61,5.94,160.79,0.119
2009071305,1.18,-4.55,4.7,165.48,0.435
2009071306,0.66,-3.52,3.58,169.32,0.484
2009071307,0.57,-3.05,3.1,169.47,0.287
2009071308,0.73,-2.98,3.07,166.2,0.198
2009071309,0.92,-2.97,3.11,162.73,0.148
2009071310,0.98,-2.79,2.96,160.72,0.069
2009071311,0.97,-2.52,2.7,158.97,0.059
2009071312,1.05,-2.35,2.57,155.89,0.01
2009071313,1.04,-1.15,1.55,138.02,0
2009071314,0.82,-1.45,1.67,150.71,0
2009071315,0.74,-1.63,1.79,155.56,0
2009071316,1.02,-1.42,1.75,144.38,0.02
2009071317,1.58,-1.04,1.89,123.43,0.079
2009071318,2.26,-0.8,2.4,109.48,0.128
2009071319,2.91,-0.91,3.05,107.39,0.208
2009071320,3.33,-1.16,3.52,109.26,0.227
2009071321,3.29,-1.23,3.51,110.45,0.148
2009071322,2.67,-0.91,2.82,108.79,0.138
2009071323,1.62,-0.5,1.7,107.2,0.109
2009071400,0.41,-0.44,0.6,137.02,0.04
2009071401,-1.52,-1.23,1.96,231.01,0.03
2009071402,-2.06,-2.06,2.92,224.97,0.079
2009071403,-2.25,-2.71,3.52,219.66,0.109
2009071404,-2.11,-2.94,3.62,215.64,0.198
2009071405,-1.8,-2.86,3.38,212.21,0.504
2009071406,-1.5,-2.64,3.04,209.68,0.573
2009071407,-1.36,-2.44,2.8,209.07,0.366
2009071408,-1.35,-2.37,2.73,209.62,0.227
2009071409,-1.41,-2.5,2.87,209.53,0.109
2009071410,-1.49,-2.85,3.21,207.56,0.128
2009071411,-1.44,-3.26,3.56,203.87,0.227
2009071412,-1.15,-3.51,3.69,198.09,0.079
2009071413,0.03,-2.67,2.67,179.26,0.04
2009071414,0.04,-2.1,2.1,178.98,0
2009071415,0.01,-1.55,1.55,179.79,0
2009071416,-0.07,-1.17,1.18,183.45,0.01
2009071417,-0.11,-0.93,0.94,186.83,0.01
2009071418,-0.01,-0.73,0.73,181.15,0.049
2009071419,0.27,-0.46,0.54,149.87,0.099
2009071420,0.57,-0.09,0.58,98.71,0.128
2009071421,0.67,0.45,0.8,56.12,0.208
2009071422,0.41,1.14,1.22,19.82,0.119
2009071423,-0.02,1.84,1.84,359.25,0.138
2009071500,-0.4,2.32,2.35,350.28,0.099
2009071501,-0.59,1.89,1.98,342.63,0.059
2009071502,-0.56,2.15,2.22,345.5,0.049
2009071503,-0.61,2.43,2.51,345.98,0.04
2009071504,-0.84,2.8,2.93,343.25,0.049
2009071505,-1.18,3.09,3.31,339.16,0.059
2009071506,-1.48,3.08,3.42,334.37,0.109
2009071507,-1.64,2.64,3.11,328.14,0.089
2009071508,-1.72,2.14,2.74,321.16,0.069
2009071509,-1.79,2.02,2.69,318.47,0.099
2009071510,-1.89,2.58,3.2,323.76,0.138
2009071511,-1.98,3.46,3.99,330.23,0.217
2009071512,-1.96,4.13,4.57,334.55,0.158
2009071513,-1.63,4.97,5.23,341.88,0.119
2009071514,-1.24,5.52,5.66,347.4,0.128
2009071515,-0.73,6.04,6.09,353.11,0.109
2009071516,-0.15,6.51,6.51,358.69,0.109
2009071517,0.59,6.78,6.8,4.97,0.109
2009071518,1.6,6.65,6.84,13.53,0.089
2009071519,2.91,6.02,6.69,25.82,0.316
2009071520,4.22,5.06,6.58,39.81,0.415
2009071521,5.11,4.02,6.5,51.83,0.474
2009071522,5.31,3.13,6.17,59.47,0.455
2009071523,4.91,2.52,5.52,62.86,0.543
2009071600,4.13,2.28,4.71,61.08,0.672
2009071601,4.11,3.91,5.68,46.44,0.81
2009071602,4.04,3.9,5.61,45.99,0.711
2009071603,3.93,3.91,5.54,45.16,0.603
2009071604,3.92,3.94,5.56,44.85,0.543
2009071605,3.99,3.78,5.49,46.53,0.583
2009071606,4.08,3.16,5.16,52.22,0.543
2009071607,4.18,1.97,4.62,64.78,0.514
2009071608,4.32,0.6,4.36,82.09,0.613
2009071609,4.59,-0.39,4.6,94.83,0.711
2009071610,5.01,-0.62,5.05,97.04,0.375
2009071611,5.45,-0.39,5.46,94.06,0.484
2009071612,5.73,-0.16,5.73,91.58,0.375
2009071613,4.64,0.04,4.64,89.53,0.148
2009071614,4.97,-0.05,4.97,90.55,0.109
2009071615,5.4,-0.03,5.4,90.28,0.119
2009071616,5.97,0.29,5.97,87.23,0.158
2009071617,6.55,0.75,6.6,83.51,0.425
2009071618,7.03,1.1,7.11,81.09,0.593
2009071619,7.28,1.16,7.37,80.93,0.563
2009071620,7.34,0.9,7.4,83.03,0.563
2009071621,7.31,0.33,7.31,87.42,0.652
2009071622,7.21,-0.48,7.23,93.84,0.563
2009071623,6.99,-1.31,7.11,100.59,0.603
2009071700,6.53,-1.86,6.79,105.89,0.692
2009071701,5.73,-1.3,5.88,102.73,0.573
2009071702,3.95,-0.92,4.06,103.06,0.435
2009071703,2.62,-0.4,2.65,98.71,0.326
2009071704,2.24,0.06,2.24,88.39,0.099
2009071705,2.5,0.38,2.53,81.28,0.099
2009071706,2.88,0.49,2.92,80.27,0.089
2009071707,2.97,0.37,2.99,82.95,0.267
2009071708,2.9,0.15,2.9,86.97,0.01
2009071709,2.9,0.04,2.91,89.19,0
2009071710,3.17,0.15,3.18,87.27,0.208
2009071711,3.65,0.33,3.66,84.82,0.257
2009071712,4.2,0.35,4.21,85.17,0.089
2009071713,4.89,-0.1,4.89,91.23,0.069
2009071714,4.74,-0.83,4.81,99.98,0.03
2009071715,4.75,-0.98,4.86,101.67,0.02
2009071716,5.16,-0.37,5.17,94.08,0.02
2009071717,5.7,0.36,5.71,86.36,0.03
2009071718,6.05,0.35,6.06,86.65,0.03
2009071719,5.91,-0.95,5.99,99.1,0.049
2009071720,5.35,-2.89,6.08,118.34,0.099
2009071721,4.48,-4.5,6.35,135.16,0.257
2009071722,3.43,-5.08,6.13,145.98,0.316
2009071723,2.34,-4.82,5.36,154.15,0.237
2009071800,1.34,-4.18,4.39,162.21,0.198
2009071801,2.11,-3.92,4.45,151.7,0.415
2009071802,1.69,-3.78,4.14,155.91,0.385
2009071803,1.57,-3.55,3.88,156.19,0.148
2009071804,1.71,-3.18,3.61,151.74,0.079
2009071805,2.0,-2.79,3.43,144.34,0.079
2009071806,2.31,-2.56,3.45,137.88,0.138
2009071807,2.54,-2.59,3.63,135.64,0.296
2009071808,2.71,-2.81,3.9,136.0,0.346
2009071809,2.9,-3.05,4.21,136.39,0.277
2009071810,3.18,-3.21,4.51,135.27,0.247
2009071811,3.52,-3.28,4.81,132.99,0.257
2009071812,3.9,-3.29,5.11,130.18,0.198
2009071813,4.86,-3.29,5.87,124.14,0.148
2009071814,4.95,-3.33,5.96,123.94,0.217
2009071815,5.0,-3.41,6.05,124.28,0.198
2009071816,5.04,-3.56,6.17,125.24,0.257
2009071817,5.12,-3.57,6.24,124.91,0.237
2009071818,5.33,-3.19,6.22,120.91,0.237
2009071819,5.71,-2.29,6.15,111.83,0.208
2009071820,6.11,-1.24,6.23,101.46,0.168
2009071821,6.35,-0.56,6.37,95.06,0.287
2009071822,6.28,-0.62,6.31,95.61,0.168
2009071823,5.95,-1.15,6.06,100.91,0.257
2009071900,5.45,-1.75,5.72,107.78,0.208
2009071901,4.39,-1.8,4.75,112.28,0.198
2009071902,3.81,-2.19,4.4,119.9,0.148
2009071903,3.37,-2.33,4.09,124.66,0.306
2009071904,3.07,-2.14,3.74,124.94,0.109
2009071905,2.88,-1.79,3.39,121.88,0.158
2009071906,2.77,-1.49,3.15,118.27,0.168
2009071907,2.71,-1.4,3.06,117.34,0.099
2009071908,2.72,-1.5,3.11,118.86,0.079
2009071909,2.83,-1.71,3.31,121.12,0.089
2009071910,3.05,-1.96,3.62,122.71,0.128
2009071911,3.27,-2.18,3.93,123.65,0.069
2009071912,3.36,-2.3,4.07,124.32,0.04
2009071913,3.09,-2.26,3.83,126.25,0.01
2009071914,3.1,-2.25,3.83,125.97,0.03
2009071915,2.97,-2.03,3.6,124.39,0.079
2009071916,2.7,-1.6,3.14,120.7,0.099
2009071917,2.39,-1.12,2.64,115.16,0.079
2009071918,2.15,-0.79,2.29,110.11,0.059
2009071919,2.04,-0.73,2.17,109.62,0.079
2009071920,1.93,-0.81,2.1,112.79,0.079
2009071921,1.65,-0.84,1.85,117.13,0.158
2009071922,1.07,-0.67,1.26,121.93,0.148
2009071923,0.37,-0.3,0.47,128.8,0.119
2009072000,-0.25,0.23,0.34,312.49,0.109
2009072001,-0.22,0.17,0.28,306.99,0.079
2009072002,-0.86,0.69,1.11,308.67,0.069
2009072003,-1.23,1.29,1.78,316.23,0.04
2009072004,-1.26,1.89,2.27,326.36,0.01
2009072005,-1.09,2.33,2.57,334.91,0
2009072006,-0.93,2.39,2.57,338.72,0
2009072007,-0.95,1.97,2.19,334.35,0
2009072008,-1.13,1.33,1.74,319.61,0.01
2009072009,-1.43,0.81,1.65,299.6,0
2009072010,-1.79,0.69,1.91,290.99,0
2009072011,-2.05,0.81,2.2,291.52,0.01
2009072012,-2.06,0.95,2.26,294.75,0.01
2009072013,-1.49,0.08,1.49,272.97,0
2009072014,-1.39,0.25,1.41,280.22,0.01
2009072015,-1.33,0.44,1.4,288.37,0.04
2009072016,-1.42,0.5,1.51,289.41,0.04
2009072017,-1.62,0.48,1.69,286.5,0.04
2009072018,-1.82,0.47,1.88,284.52,0.04
2009072019,-1.92,0.54,1.99,285.61,0.069
2009072020,-1.94,0.64,2.04,288.18,0.04
2009072021,-1.9,0.7,2.03,290.25,0.089
2009072022,-1.85,0.69,1.98,290.59,0.099
2009072023,-1.83,0.7,1.96,290.79,0.158
2009072100,-1.9,0.81,2.07,293.15,0.168
2009072101,-2.56,0.53,2.61,281.74,0.198
2009072102,-2.51,0.45,2.55,280.22,0.148
2009072103,-2.49,0.32,2.51,277.32,0.148
2009072104,-2.55,0.14,2.55,273.24,0.168
2009072105,-2.65,-0.03,2.65,269.44,0.119
2009072106,-2.69,-0.14,2.69,267.06,0.128
2009072107,-2.63,-0.16,2.64,266.54,0.158
2009072108,-2.62,-0.14,2.63,266.87,0.198
2009072109,-2.86,-0.17,2.87,266.64,0.168
2009072110,-3.45,-0.25,3.46,265.85,0.119
2009072111,-4.13,-0.18,4.13,267.46,0.079
2009072112,-4.53,0.3,4.54,273.79,0.059
2009072113,-3.43,2.68,4.36,307.97,0.079
2009072114,-3.31,3.13,4.56,313.43,0.109
2009072115,-3.43,3.39,4.82,314.67,0.069
2009072116,-3.99,3.45,5.28,310.84,0.079
2009072117,-4.77,3.41,5.87,305.53,0.099
2009072118,-5.43,3.37,6.39,301.81,0.198
2009072119,-5.7,3.4,6.63,300.8,0.385
2009072120,-5.62,3.42,6.58,301.27,0.445
2009072121,-5.34,3.31,6.28,301.79,0.494
2009072122,-4.96,3.0,5.8,301.18,0.405
2009072123,-4.54,2.55,5.21,299.32,0.593
2009072200,-4.11,2.05,4.59,296.47,0.593
2009072201,-4.41,0.73,4.47,279.44,0.632
2009072202,-4.23,0.64,4.28,278.57,0.593
2009072203,-3.99,0.67,4.04,279.57,0.642
2009072204,-3.62,0.79,3.71,282.32,0.514
2009072205,-3.2,0.91,3.33,285.94,0.306
2009072206,-2.79,0.95,2.95,288.82,0.158
2009072207,-2.46,0.84,2.6,288.95,0.069
2009072208,-2.33,0.69,2.43,286.5,0.119
2009072209,-2.5,0.61,2.58,283.78,0.089
2009072210,-3.04,0.71,3.12,283.12,0.099
2009072211,-3.7,0.9,3.81,283.7,0.188
2009072212,-4.19,1.08,4.32,284.53,0.119
2009072213,-2.09,1.47,2.56,305.01,0.109
2009072214,-1.7,1.8,2.48,316.5,0.099
2009072215,-1.19,2.2,2.51,331.63,0.079
2009072216,-0.61,2.65,2.72,346.92,0.138
2009072217,-0.05,3.01,3.01,359.08,0.158
2009072218,0.44,3.15,3.18,7.9,0.089
2009072219,0.78,3.01,3.11,14.6,0.059
2009072220,0.99,2.69,2.87,20.16,0.059
2009072221,1.07,2.38,2.61,24.14,0.059
2009072222,1.03,2.2,2.43,25.1,0.02
2009072223,0.9,2.12,2.31,23.0,0.01
2009072300,0.71,2.1,2.21,18.7,0.02
2009072301,1.52,4.72,4.96,17.85,0.02
2009072302,1.08,4.37,4.5,13.87,0.03
2009072303,0.48,4.33,4.35,6.4,0
2009072304,-0.13,4.66,4.67,358.35,0.04
2009072305,-0.69,5.17,5.22,352.42,0.178
2009072306,-1.1,5.56,5.67,348.86,0.217
2009072307,-1.31,5.63,5.78,346.89,0.247
2009072308,-1.45,5.42,5.61,345.08,0.158
2009072309,-1.64,5.07,5.33,342.02,0.079
2009072310,-2.0,4.69,5.09,336.91,0.03
2009072311,-2.36,4.38,4.97,331.7,0.049
2009072312,-2.51,4.24,4.92,329.31,0.119
2009072313,-2.34,-2.94,3.76,218.48,0.099
2009072314,-2.21,-3.08,3.79,215.71,0.03
2009072315,-2.09,-3.02,3.67,214.6,0.02
